asin,title,main_cat,condition,variant,n_questions,description_text,average_rating,rating_number,price,memory port,rpm hard drive,keyboard / tablet,monitor,router,audio,usb,memory card,dvd,laptop
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,human,0,10,"The new Targus XL Rolling laptop Case combines the features of the XL laptop Case with rolling capabilities for travel ease. With its 36"" telescoping handle, ""in-line skate"" wheels, air cushion protection system and ample storage space, this rolling laptop case is the easiest way to transport all of your mobile computing essentials. And the removable accessory pouches allow for maximum versatility!",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,default,1,10,This case helps you transport a 17-inch laptop with less effort thanks to its rolling wheels and extendable handle. It is designed for convenience during travel and fits most airline carry-on limits. The handle provides a comfortable grip for carrying by hand when rolling is not possible. A limited lifetime warranty is included for added assurance.,,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,default,2,10,"A simple and practical travel case for larger laptops, this design supports up to 17-inch notebooks. The wheels and telescoping handle make it easy to move through airports or daily commutes. It also includes an ergonomic handle for comfortable carrying when needed. Its size is compatible with most carry-on requirements.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,default,3,10,This rolling laptop case is made to help you carry a 17-inch notebook more easily when traveling. It has wheels and a handle that extends so you can roll it instead of carrying weight on your shoulder. The handle is designed to feel comfortable in your hand. It also fits within most airline carry-on rules and includes a warranty for extra coverage.,,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,quality_persona,1,10,This mobile laptop case emphasizes strong usability and consistent travel performance for 17-inch notebooks. It features smooth-rolling in-line skate wheels and a telescoping handle for easy navigation. The ergonomic handle ensures comfort during manual carrying when needed. Its carry-on compliant design and lifetime warranty add to its long-term dependability.,,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,quality_persona,2,10,"Designed for users who value lasting performance, this case supports larger laptops up to 17 inches. The wheel system and adjustable handle are made for stable, repeated use in travel environments. A comfortable ergonomic grip helps reduce strain when carrying. Its airline-friendly sizing and limited lifetime warranty reinforce its durable design approach.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,quality_persona,3,10,"This rolling case is built to handle frequent travel with a focus on dependable structure and smooth mobility. It fits most 17-inch notebooks and uses in-line skate wheels with a 3-stage telescoping handle for controlled movement. The ergonomic handle improves comfort during transport, especially on longer trips. Its carry-on compatibility and warranty support long-term reliability.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,neutral_tone,1,10,"This notebook case is designed to simplify transporting larger laptops, especially up to 17 inches in size. It uses rolling wheels and an extendable handle to support easy movement. The ergonomic handle adds comfort when lifting, and the design aligns with most airline carry-on rules. A limited lifetime warranty provides additional peace of mind.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,neutral_tone,2,10,"A practical case designed for everyday travel, it fits most 17-inch laptops and helps reduce the strain of carrying heavier devices. The wheels and telescoping handle make it easy to roll through airports or offices. It also includes a comfortable grip for hand carrying when needed. Its carry-on compatible design makes it useful for frequent flyers.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,neutral_tone,3,10,"This rolling laptop case makes it easier to carry a 17-inch notebook while traveling or commuting. It includes wheels and an adjustable handle so you can move it smoothly instead of lifting it. The handle is shaped for comfort during use, and the size fits most airline carry-on requirements. It also comes with a limited lifetime warranty for added coverage.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,neutral_tone_quality_persona,1,10,"Designed with durability and transport stability in mind, this case accommodates most 17-inch notebooks while supporting frequent travel demands. The combination of in-line skate wheels and a multi-stage telescoping handle ensures controlled mobility. A comfortable ergonomic handle reduces strain during carrying, and its carry-on-friendly sizing improves travel practicality. The included limited lifetime warranty adds an additional layer of long-term assurance.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,neutral_tone_quality_persona,2,10,"Built for consistent performance, this mobile laptop case supports devices up to 17 inches and prioritizes travel efficiency. The in-line skate wheels and adjustable telescoping handle provide stable movement across varied surfaces. An ergonomic grip enhances handling comfort during longer commutes or trips. Its airline carry-on compatibility and limited lifetime warranty reinforce its focus on durability and sustained reliability.",,,,0,0,0,0,0,0,0,0,0,1
B0000BZOGY,"Targus XL Rolling Case Designed for 17-Inch Notebooks, Black (TXL717)",Computers,neutral_tone_quality_persona,3,10,"This rolling notebook case is engineered to support dependable transport for larger laptops, accommodating most 17-inch screens. It features in-line skate wheels and a 3-stage telescoping handle designed for smooth, controlled mobility through frequent travel. An ergonomic handle improves comfort during extended carrying, while the carry-on compliant design supports air travel convenience. The construction and warranty coverage emphasize long-term usability and protection.",,,,0,0,0,0,0,0,0,0,0,1
